model,mixture_type,sample,source_label,q025,q25,median,q75,q975,true_proportion,p50_hit,p95_hit,w50,w95,e50,e95,ae50,ae95,crps
BMM,Laboratory,mel15,Forest,0.0,3.130633773051894e-17,0.09471746281287252,0.20883162066126928,0.4796538519200216,0.0,False,True,0.20883162066126926,0.4796538519200216,3.130633773051894e-17,0.0,3.130633773051894e-17,0.0,0.05589783290911021
BMM,Laboratory,mel15,Subsurface,0.0,4.66003645427379e-17,0.09689576157588023,0.20706236269482325,0.4342453263462984,0.0,False,True,0.2070623626948232,0.4342453263462984,4.66003645427379e-17,0.0,4.66003645427379e-17,0.0,0.05641315579405273
BMM,Laboratory,mel17,Cropland,0.0,0.1827176224479391,0.3675044731648368,0.5400691311784616,0.8340835187863658,0.625,False,True,0.35735150873052246,0.8340835187863658,-0.08493086882153844,0.0,0.08493086882153844,0.0,0.15709782337370493
BMM,Laboratory,mel17,Decontaminated,0.0,0.23403798882306304,0.3982864859091152,0.5675200675369952,0.8726666191697486,0.375,True,True,0.3334820787139322,0.8726666191697486,0.0,0.0,0.0,0.0,0.058904504810528696
BMM,Laboratory,mel17,Forest,0.0,5.145351389338269e-17,0.11829073290349906,0.2405034174275622,0.4900240677833563,0.0,False,True,0.24050341742756215,0.4900240677833563,5.145351389338269e-17,0.0,5.145351389338269e-17,0.0,0.06728345950857452
BMM,Laboratory,mel17,Subsurface,0.0,5.854691712034678e-18,0.0385890839228938,0.14400175122232717,0.3499509681555911,0.0,False,True,0.14400175122232717,0.3499509681555911,5.854691712034678e-18,0.0,5.854691712034678e-18,0.0,0.02985066218090683
BMM,Laboratory,mel19,Cropland,0.0,0.21507839594686184,0.4136912505060898,0.5920929754754518,0.889784601790683,0.875,False,True,0.37701457952858997,0.889784601790683,-0.2829070245245482,0.0,0.2829070245245482,0.0,0.32792600258198135
BMM,Laboratory,mel19,Decontaminated,0.0,0.14965104104228183,0.3345410099625982,0.5213271689278219,0.8440958965275158,0.125,False,True,0.3716761278855401,0.8440958965275158,0.02465104104228183,0.0,0.02465104104228183,0.0,0.12469120806494324
BMM,Laboratory,mel19,Forest,0.0,0.029403833855747075,0.16022885177634005,0.2806036743283048,0.5455585397816811,0.0,False,True,0.2511998404725577,0.5455585397816811,0.029403833855747075,0.0,0.029403833855747075,0.0,0.09165558018794889
BMM,Laboratory,mel19,Subsurface,0.0,1.734723475976807e-18,0.009013591726630764,0.11492663159186248,0.31943918073242694,0.0,False,True,0.11492663159186248,0.31943918073242694,1.734723475976807e-18,0.0,1.734723475976807e-18,0.0,0.020803380155273055
