model,mixture_type,sample,source_label,q025,q25,median,q75,q975,true_proportion,p50_hit,p95_hit,w50,w95,e50,e95,ae50,ae95,crps
BMM,Laboratory,mel84,Decontaminated,0.0,0.10889491467003974,0.3069717255716997,0.4814541760277221,0.8042939122656355,0.0,False,True,0.37255926135768236,0.8042939122656355,0.10889491467003974,0.0,0.10889491467003974,0.0,0.18136781037245125
BMM,Laboratory,mel84,Forest,0.0,1.734723475976807e-18,0.0011433752796441712,0.13955390048683805,0.4582959412338744,0.1,True,True,0.13955390048683805,0.4582959412338744,0.0,0.0,0.0,0.0,0.04351335399441902
BMM,Laboratory,mel84,Subsurface,9.812309038154296e-17,0.27635993267579256,0.4271174339717284,0.5873960927382406,0.8770533350766826,0.9,False,False,0.311036160062448,0.8770533350766825,-0.31260390726175946,-0.022946664923317428,0.31260390726175946,0.022946664923317428,0.3428886904840102
BMM,Laboratory,mel85,Cropland,0.0,2.758285628986216e-17,0.13196147213737025,0.37285157639166633,0.8281421792907907,0.0,False,True,0.37285157639166633,0.8281421792907907,2.758285628986216e-17,0.0,2.758285628986216e-17,0.0,0.08378454834043592
BMM,Laboratory,mel85,Decontaminated,0.0,3.3247718097947046e-17,0.12788934065569257,0.3433673397237599,0.7427887657620961,0.0,False,True,0.3433673397237598,0.7427887657620961,3.3247718097947046e-17,0.0,3.3247718097947046e-17,0.0,0.08004632949733773
BMM,Laboratory,mel85,Forest,3.6286400604039106e-18,0.38235866210238034,0.5334707983724507,0.6754525914150562,0.9606666663438341,0.9,False,True,0.29309392931267586,0.9606666663438341,-0.22454740858494382,0.0,0.22454740858494382,0.0,0.25384517239020576
BMM,Laboratory,mel85,Subsurface,0.0,0.0,8.36733026615688e-17,0.10598898178189163,0.3892743794674756,0.1,True,True,0.10598898178189163,0.3892743794674756,0.0,0.0,0.0,0.0,0.047092222300460854
BMM,Laboratory,mel86,Cropland,0.0,5.42669612346455e-17,0.16526132362984325,0.3806937084632996,0.82688011536811,0.1,True,True,0.38069370846329953,0.82688011536811,0.0,0.0,0.0,0.0,0.06933981363570593
BMM,Laboratory,mel86,Decontaminated,0.0,0.43343103762778623,0.610290205335924,0.7732172561964086,0.9991811121384331,0.9,False,True,0.33978621856862234,0.9991811121384331,-0.12678274380359145,0.0,0.12678274380359145,0.0,0.18732519440737178
BMM,Laboratory,mel86,Forest,0.0,5.402940826219431e-18,0.027075434867024552,0.1530486899014632,0.42159256429367403,0.0,False,True,0.1530486899014632,0.42159256429367403,5.402940826219431e-18,0.0,5.402940826219431e-18,0.0,0.02937963142313392
BMM,Laboratory,mel86,Subsurface,0.0,1.3846115992029683e-17,0.055030447563091445,0.17189931878418502,0.44560413848299035,0.0,False,True,0.17189931878418502,0.44560413848299035,1.3846115992029683e-17,0.0,1.3846115992029683e-17,0.0,0.03817286686908057
BMM,Laboratory,mel87,Cropland,0.0,0.23808187638106065,0.44166248015408904,0.614807177668682,0.8829390756808393,0.9,False,False,0.37672530128762133,0.8829390756808393,-0.28519282233131804,-0.01706092431916073,0.28519282233131804,0.01706092431916073,0.3290912834386016
BMM,Laboratory,mel87,Decontaminated,0.0,0.1321336269781324,0.3308315615737221,0.49888106373317914,0.8293088541678502,0.1,False,True,0.36674743675504673,0.8293088541678502,0.03213362697813241,0.0,0.03213362697813241,0.0,0.1323151903270543
BMM,Laboratory,mel87,Forest,0.0,0.02065313090677485,0.13392720333707497,0.25694856594553084,0.5341958871113429,0.0,False,True,0.236295435038756,0.5341958871113429,0.02065313090677485,0.0,0.02065313090677485,0.0,0.07960469707221138
BMM,Laboratory,mel87,Subsurface,0.0,1.156623482205605e-18,0.007585757830489983,0.1222131647476623,0.3495480768662585,0.0,False,True,0.1222131647476623,0.3495480768662585,1.156623482205605e-18,0.0,1.156623482205605e-18,0.0,0.021637506472400037
BMM,Laboratory,mel88,Cropland,0.0,0.020104357392622958,0.20794811372405594,0.39054946091971143,0.8039937468100607,0.0,False,True,0.3704451035270885,0.8039937468100607,0.020104357392622958,0.0,0.020104357392622958,0.0,0.11980146611397605
BMM,Laboratory,mel88,Decontaminated,1.0218605475675884e-18,0.35514550006764417,0.537469015819131,0.6969633371065184,0.9663618492228437,0.9,False,True,0.3418178370388742,0.9663618492228437,-0.20303666289348166,0.0,0.20303666289348166,0.0,0.24930855331507543
BMM,Laboratory,mel88,Forest,0.0,8.544868371901382e-18,0.05732465770478398,0.18062867843701352,0.4443458026497654,0.1,True,True,0.18062867843701352,0.4443458026497654,0.0,0.0,0.0,0.0,0.03652503236855055
BMM,Laboratory,mel88,Subsurface,0.0,4.85722573273506e-17,0.09879446015770066,0.21640833039420276,0.4655608569301473,0.0,False,True,0.2164083303942027,0.4655608569301473,4.85722573273506e-17,0.0,4.85722573273506e-17,0.0,0.057783646603038585
BMM,Laboratory,mel89,Cropland,0.0,2.7755575615628914e-17,0.14470613319207826,0.3705142272922676,0.8444874015987002,0.0,False,True,0.3705142272922676,0.8444874015987002,2.7755575615628914e-17,0.0,2.7755575615628914e-17,0.0,0.08920831425556175
BMM,Laboratory,mel89,Decontaminated,0.0,1.570743383049006e-17,0.0996433473803056,0.3065004307934446,0.7283671731105129,0.1,True,True,0.3065004307934446,0.7283671731105129,0.0,0.0,0.0,0.0,0.05483350854791427
BMM,Laboratory,mel89,Forest,3.6956787650183095e-18,0.39477265371877396,0.5441401369515777,0.6937663143421714,0.985343007075574,0.9,False,True,0.29899366062339744,0.985343007075574,-0.20623368565782862,0.0,0.20623368565782862,0.0,0.2420377856307372
BMM,Laboratory,mel89,Subsurface,0.0,0.0,8.909148566791112e-17,0.10800587667042019,0.3690662483772448,0.0,True,True,0.10800587667042019,0.3690662483772448,0.0,0.0,0.0,0.0,0.017900773691905833
BMM,Laboratory,mel90,Cropland,0.0,0.2471022759826153,0.447038435039524,0.6268845290840468,0.918592063183775,0.9,False,True,0.3797822531014315,0.918592063183775,-0.27311547091595323,0.0,0.27311547091595323,0.0,0.3187216700324212
BMM,Laboratory,mel90,Decontaminated,0.0,0.05803074816499698,0.2435339476879013,0.4316320631723074,0.7807582530800998,0.0,False,True,0.3736013150073104,0.7807582530800998,0.05803074816499698,0.0,0.05803074816499698,0.0,0.14270202605909402
BMM,Laboratory,mel90,Forest,0.0,0.08046097958673282,0.20122956792087268,0.3285025267291329,0.5984228357348147,0.1,True,True,0.24804154714240007,0.5984228357348147,0.0,0.0,0.0,0.0,0.06520642707501324
BMM,Laboratory,mel90,Subsurface,0.0,1.951563910473908e-18,0.01310453594285354,0.11959159207187425,0.35573000748757444,0.0,False,True,0.11959159207187425,0.35573000748757444,1.951563910473908e-18,0.0,1.951563910473908e-18,0.0,0.021931221826609733
BMM,Laboratory,mel91,Cropland,0.0,1.192903485434649e-17,0.08139658390339975,0.32661982403665557,0.8186422632524956,0.1,True,True,0.32661982403665557,0.8186422632524956,0.0,0.0,0.0,0.0,0.058340642792021224
BMM,Laboratory,mel91,Decontaminated,0.0,7.589415207398531e-19,0.0014900531597928585,0.2294207068509069,0.6566707802672218,0.0,False,True,0.2294207068509069,0.6566707802672218,7.589415207398531e-19,0.0,7.589415207398531e-19,0.0,0.040017777511379055
BMM,Laboratory,mel91,Forest,4.0089560135027615e-17,0.44511800935470586,0.6105499927552758,0.7608236566850253,0.9999999999999999,0.9,False,True,0.3157056473303194,0.9999999999999999,-0.13917634331497475,0.0,0.13917634331497475,0.0,0.18689858668591383
BMM,Laboratory,mel91,Subsurface,0.0,2.8189256484623208e-18,0.007895961336893862,0.14824255483332602,0.39690705661507675,0.0,False,True,0.14824255483332602,0.39690705661507675,2.8189256484623208e-18,0.0,2.8189256484623208e-18,0.0,0.02666005045186135
BMM,Laboratory,mel92,Cropland,0.0,9.994988777600744e-18,0.07460258269989654,0.27726330265491755,0.6530751488577884,0.0,False,True,0.27726330265491755,0.6530751488577884,9.994988777600744e-18,0.0,9.994988777600744e-18,0.0,0.05787279254223113
BMM,Laboratory,mel92,Decontaminated,0.0,0.297724874300099,0.47885796666568914,0.6342860768522238,0.9004789490518603,0.5,True,True,0.33656120255212485,0.9004789490518603,0.0,0.0,0.0,0.0,0.06036799878397994
BMM,Laboratory,mel92,Forest,0.0,8.673617379884035e-19,7.074419175467916e-17,0.11239612851804662,0.4042357119648568,0.0,False,True,0.11239612851804662,0.4042357119648568,8.673617379884035e-19,0.0,8.673617379884035e-19,0.0,0.01823945100469728
BMM,Laboratory,mel92,Subsurface,0.0,0.16587284309127445,0.2932650296395069,0.4378832778767366,0.7193587513430718,0.5,False,True,0.27201043478546216,0.7193587513430718,-0.06211672212326341,0.0,0.06211672212326341,0.0,0.12191226415388841
BMM,Laboratory,mel93,Cropland,0.0,0.1476270730062553,0.3318067962089373,0.49620322573418535,0.812103871580489,0.5,False,True,0.3485761527279301,0.812103871580489,-0.003796774265814651,0.0,0.003796774265814651,0.0,0.10335324302656695
BMM,Laboratory,mel93,Decontaminated,0.0,0.10425893886444984,0.26587172383448093,0.4328570857283112,0.7998913190331223,0.0,False,True,0.32859814686386135,0.7998913190331223,0.10425893886444984,0.0,0.10425893886444984,0.0,0.16326115490300422
BMM,Laboratory,mel93,Forest,0.0,1.9705374484924043e-17,0.08746750741868001,0.21584216122743088,0.49541795701003405,0.0,False,True,0.21584216122743086,0.49541795701003405,1.9705374484924043e-17,0.0,1.9705374484924043e-17,0.0,0.05337255650574889
BMM,Laboratory,mel93,Subsurface,0.0,0.12009894926696776,0.23494846865083874,0.35489284556195905,0.5761269182314696,0.5,False,True,0.23479389629499128,0.5761269182314696,-0.14510715443804095,0.0,0.14510715443804095,0.0,0.17512224861131406
BMM,Laboratory,mel94,Cropland,0.0,0.029693318644738897,0.2313105264080934,0.40950718238710976,0.7516338445035904,0.0,False,True,0.37981386374237086,0.7516338445035904,0.029693318644738897,0.0,0.029693318644738897,0.0,0.13098972781893295
BMM,Laboratory,mel94,Decontaminated,0.0,0.10375851437156555,0.2702501707033948,0.4359120914643784,0.7474009353223304,0.0,False,True,0.3321535770928129,0.7474009353223304,0.10375851437156555,0.0,0.10375851437156555,0.0,0.16341083501092263
BMM,Laboratory,mel94,Forest,0.0,0.13082072801641792,0.25162327489928593,0.36743311830112724,0.6224465666943183,0.5,False,True,0.23661239028470932,0.6224465666943183,-0.13256688169887276,0.0,0.13256688169887276,0.0,0.16170958829483018
BMM,Laboratory,mel94,Subsurface,0.0,0.06916014595210074,0.18175538618647819,0.30164919661694567,0.5219167876547519,0.5,False,True,0.23248905066484493,0.5219167876547519,-0.19835080338305433,0.0,0.19835080338305433,0.0,0.21983561284407135
BMM,Laboratory,mel95,Cropland,0.0,0.1614780510766145,0.35105025056366507,0.5317565274693365,0.8605698580570645,0.5,True,True,0.37027847639272204,0.8605698580570645,0.0,0.0,0.0,0.0,0.09492891650053142
BMM,Laboratory,mel95,Decontaminated,0.0,0.29424771031789176,0.47007370949165916,0.6364961882843523,0.923397882731028,0.5,True,True,0.3422484779664605,0.923397882731028,0.0,0.0,0.0,0.0,0.06159611660080716
BMM,Laboratory,mel95,Forest,0.0,9.757146323878289e-18,0.05600655230707298,0.17356940892350986,0.42732142011683005,0.0,False,True,0.17356940892350986,0.42732142011683005,9.757146323878289e-18,0.0,9.757146323878289e-18,0.0,0.037847660357089474
BMM,Laboratory,mel95,Subsurface,0.0,3.469446951953614e-18,0.019942015626445243,0.12693188571469666,0.35757041265112666,0.0,False,True,0.12693188571469666,0.35757041265112666,3.469446951953614e-18,0.0,3.469446951953614e-18,0.0,0.02463050024502666
BMM,Laboratory,mel96,Cropland,0.0,0.020185389401292914,0.2374279194139336,0.45489261172068535,0.873246189021598,0.0,False,True,0.4347072223193924,0.873246189021598,0.020185389401292914,0.0,0.020185389401292914,0.0,0.13795473866306038
BMM,Laboratory,mel96,Decontaminated,0.0,0.18427137371507846,0.37176510342798375,0.5461207347888939,0.8742274270455576,0.5,True,True,0.36184936107381543,0.8742274270455576,0.0,0.0,0.0,0.0,0.08844108738320741
BMM,Laboratory,mel96,Forest,0.0,0.1513845446460631,0.30305909703359235,0.43242496339683417,0.7034475021616636,0.5,False,True,0.28104041875077107,0.7034475021616636,-0.06757503660316583,0.0,0.06757503660316583,0.0,0.1229492158646975
BMM,Laboratory,mel96,Subsurface,0.0,0.0,3.301395615218361e-17,0.06147722398749096,0.2820337502402582,0.0,True,True,0.06147722398749096,0.2820337502402582,0.0,0.0,0.0,0.0,0.009611560546673392
BMM,Laboratory,mel97,Cropland,0.0,0.17294577570350536,0.3811224944942286,0.5700360565702742,0.9099456897003709,0.5,True,True,0.3970902808667689,0.9099456897003709,0.0,0.0,0.0,0.0,0.0875631765829156
BMM,Laboratory,mel97,Decontaminated,0.0,0.02444759430888286,0.22012782427801464,0.41019578254172157,0.7504167584333412,0.0,False,True,0.3857481882328387,0.7504167584333412,0.02444759430888286,0.0,0.02444759430888286,0.0,0.12543897303405924
BMM,Laboratory,mel97,Forest,0.0,0.1762739656508321,0.312801347306332,0.4484207840701065,0.7404563634788668,0.5,False,True,0.2721468184192744,0.7404563634788668,-0.05157921592989351,0.0,0.05157921592989351,0.0,0.1125136626124858
BMM,Laboratory,mel97,Subsurface,0.0,0.0,2.7755575615628914e-17,0.0676085997895952,0.28441527963879165,0.0,True,True,0.0676085997895952,0.28441527963879165,0.0,0.0,0.0,0.0,0.010505905705846003
BMM,Virtual,mel1,Cropland,0.0,0.0,1.3552527156068805e-20,1.6653345369377348e-16,0.00011862888797011523,0.0,True,True,1.6653345369377348e-16,0.00011862888797011523,0.0,0.0,0.0,0.0,2.2054801150230625e-07
BMM,Virtual,mel1,Decontaminated,0.0,0.0,0.0,1.942890293094024e-16,0.00023959577533666336,0.0,True,True,1.942890293094024e-16,0.00023959577533666336,0.0,0.0,0.0,0.0,3.942408779194546e-07
BMM,Virtual,mel1,Forest,0.0,0.0,1.1102230246251565e-16,5.870304242705515e-15,0.00020274793210925401,0.0,True,True,5.870304242705515e-15,0.00020274793210925401,0.0,0.0,0.0,0.0,4.883625868189401e-07
BMM,Virtual,mel1,Subsurface,0.9994752974398623,0.999999945390416,0.9999999999999997,1.0,1.0,1.0,True,True,5.460958396596993e-08,0.000524702560137702,0.0,0.0,0.0,0.0,2.918351270642546e-06
BMM,Virtual,mel10,Cropland,0.0,0.0,3.2526065174565133e-19,1.562364283227112e-05,0.0005677452677881495,0.0,True,True,1.562364283227112e-05,0.0005677452677881495,0.0,0.0,0.0,0.0,7.787028257281272e-06
BMM,Virtual,mel10,Decontaminated,0.6243234359297964,0.6248838472649405,0.6249996201798913,0.6250290040866965,0.6254950189374042,0.625,True,True,0.00014515682175597622,0.0011715830076077793,0.0,0.0,0.0,0.0,2.9057512700420967e-05
BMM,Virtual,mel10,Forest,0.0,0.0,1.6263032587282567e-19,9.185571142348247e-07,0.00048647469758115536,0.0,True,True,9.185571142348247e-07,0.00048647469758115536,0.0,0.0,0.0,0.0,4.735232753290377e-06
BMM,Virtual,mel10,Subsurface,0.3743485101447099,0.3748789994838203,0.37499322051449013,0.37501075185608707,0.3753867558703711,0.375,True,True,0.00013175237226675796,0.0010382457256612465,0.0,0.0,0.0,0.0,2.8163662423122656e-05
BMM,Virtual,mel12,Cropland,0.0,0.0,1.0842021724855044e-19,1.5790193597147112e-06,0.0005662981078517276,0.0,True,True,1.5790193597147112e-06,0.0005662981078517276,0.0,0.0,0.0,0.0,5.906145388941108e-06
BMM,Virtual,mel12,Decontaminated,0.8742830188814403,0.8748972270027967,0.8749996773862065,0.8750231200312303,0.8754872313562686,0.875,True,True,0.00012589302843357686,0.00120421247482827,0.0,0.0,0.0,0.0,2.6716268457526425e-05
BMM,Virtual,mel12,Forest,0.0,0.0,1.0842021724855044e-19,1.6453449487612752e-07,0.0004372993187158779,0.0,True,True,1.6453449487612752e-07,0.0004372993187158779,0.0,0.0,0.0,0.0,3.650202057952883e-06
BMM,Virtual,mel12,Subsurface,0.1243528864311062,0.12491027651997702,0.12499917488373571,0.1250107114886364,0.12548221854855185,0.125,True,True,0.00010043496865938528,0.0011293321174456472,0.0,0.0,0.0,0.0,2.3646336523481658e-05
BMM,Virtual,mel13,Cropland,0.12404443732924826,0.12485447502592092,0.12499787209131025,0.12500179077198362,0.12560617024028417,0.125,True,True,0.00014731574606269282,0.0015617329110359096,0.0,0.0,0.0,0.0,3.264847800597939e-05
BMM,Virtual,mel13,Decontaminated,0.8742809830738961,0.8749204390380043,0.874999676048998,0.8750328253494446,0.8756283738515297,0.875,True,True,0.00011238631144028233,0.0013473907776335725,0.0,0.0,0.0,0.0,2.5708553679120447e-05
BMM,Virtual,mel13,Forest,0.0,0.0,6.5052130349130266e-18,1.7540218252878286e-05,0.0005882839494573055,0.0,True,True,1.7540218252878286e-05,0.0005882839494573055,0.0,0.0,0.0,0.0,7.249223926349005e-06
BMM,Virtual,mel13,Subsurface,0.0,0.0,6.512585505184536e-19,5.643683841512388e-06,0.0004844419350791551,0.0,True,True,5.643683841512388e-06,0.0004844419350791551,0.0,0.0,0.0,0.0,5.120182474180736e-06
BMM,Virtual,mel15,Cropland,0.37398537991442127,0.3748286892286253,0.3749901737906355,0.37501542072648364,0.37567691623345206,0.375,True,True,0.00018673149785836118,0.0016915363190307953,0.0,0.0,0.0,0.0,4.036724249886783e-05
BMM,Virtual,mel15,Decontaminated,0.6242071149701331,0.624885867782307,0.6249987347029344,0.6250537130025806,0.6257471304374261,0.625,True,True,0.00016784522027357696,0.0015400154672929878,0.0,0.0,0.0,0.0,3.484770683632955e-05
BMM,Virtual,mel15,Forest,0.0,0.0,2.168404344971009e-19,1.5980206929056185e-05,0.0005534838019241883,0.0,True,True,1.5980206929056185e-05,0.0005534838019241883,0.0,0.0,0.0,0.0,7.032961014728648e-06
BMM,Virtual,mel15,Subsurface,0.0,0.0,4.336808689942018e-19,2.160004315725549e-05,0.0005115670612411908,0.0,True,True,2.160004315725549e-05,0.0005115670612411908,0.0,0.0,0.0,0.0,7.3041745866658266e-06
BMM,Virtual,mel17,Cropland,0.6241381804696786,0.6248508731637226,0.6249959091419648,0.6250307018950162,0.6256599319410109,0.625,True,True,0.00017982873129362975,0.0015217514713322666,0.0,0.0,0.0,0.0,3.6461147083141296e-05
BMM,Virtual,mel17,Decontaminated,0.3741092199331826,0.3748604709213728,0.37499691276136277,0.3750299696355401,0.375694191739868,0.375,True,True,0.00016949871416727103,0.0015849718066854313,0.0,0.0,0.0,0.0,3.695610169045848e-05
BMM,Virtual,mel17,Forest,0.0,0.0,3.228376906164583e-19,2.5693376976268113e-05,0.0005670395563396092,0.0,True,True,2.5693376976268113e-05,0.0005670395563396092,0.0,0.0,0.0,0.0,8.391736919740468e-06
BMM,Virtual,mel17,Subsurface,0.0,0.0,2.5303921619830137e-19,8.862816805412936e-06,0.0005183156924243478,0.0,True,True,8.862816805412936e-06,0.0005183156924243478,0.0,0.0,0.0,0.0,5.802754262342833e-06
BMM,Virtual,mel19,Cropland,0.8741509854684656,0.874900425822111,0.874999531737529,0.8750264653187287,0.8756739640221919,0.875,True,True,0.00012603949661771363,0.0015229785537262952,0.0,0.0,0.0,0.0,3.05189871414669e-05
BMM,Virtual,mel19,Decontaminated,0.1240752609146699,0.12487542647875018,0.12499948964585242,0.12501473191636922,0.125694398680387,0.125,True,True,0.00013930543761904446,0.0016191377657171074,0.0,0.0,0.0,0.0,3.195483694516053e-05
BMM,Virtual,mel19,Forest,0.0,0.0,4.336808689942018e-19,1.0807668829058502e-05,0.0004929973856892285,0.0,True,True,1.0807668829058502e-05,0.0004929973856892285,0.0,0.0,0.0,0.0,5.851755742358751e-06
BMM,Virtual,mel19,Subsurface,0.0,0.0,4.336808657630275e-19,5.419652336488806e-06,0.0004869956134766688,0.0,True,True,5.419652336488806e-06,0.0004869956134766688,0.0,0.0,0.0,0.0,5.1471914083396956e-06
BMM,Virtual,mel2,Cropland,0.0,0.0,1.734723475976807e-18,1.3423489251054854e-07,0.0006702762208358122,0.0,True,True,1.3423489251054854e-07,0.0006702762208358122,0.0,0.0,0.0,0.0,3.7783563082073007e-06
BMM,Virtual,mel2,Decontaminated,0.9992052711988733,0.9998895175267644,0.9999996174525674,0.999999999999999,1.0,1.0,False,True,0.000110482473234641,0.0007947288011267428,-9.992007221626409e-16,0.0,9.992007221626409e-16,0.0,2.1631985993427066e-05
BMM,Virtual,mel2,Forest,0.0,0.0,5.551115123125783e-17,1.5499459940680403e-07,0.0003852017027382669,0.0,True,True,1.5499459940680403e-07,0.0003852017027382669,0.0,0.0,0.0,0.0,2.0631735957897617e-06
BMM,Virtual,mel2,Subsurface,0.0,0.0,5.5294310694978737e-17,1.526395675987592e-07,0.00041677678687449226,0.0,True,True,1.526395675987592e-07,0.00041677678687449226,0.0,0.0,0.0,0.0,2.65076596349275e-06
BMM,Virtual,mel20,Cropland,0.12398439647833835,0.12478179352719564,0.1249756396644836,0.12500102383946882,0.12527938167845784,0.125,True,True,0.00021923031227318035,0.001294985200119489,0.0,0.0,0.0,0.0,4.439363426489749e-05
BMM,Virtual,mel20,Decontaminated,0.0,0.0,5.421010862427522e-19,4.35496456139691e-05,0.0008149426601649051,0.0,True,True,4.35496456139691e-05,0.0008149426601649051,0.0,0.0,0.0,0.0,1.3297556701796984e-05
BMM,Virtual,mel20,Forest,0.0,0.0,3.2526065174565133e-19,2.5149952436386404e-05,0.000703648844155996,0.0,True,True,2.5149952436386404e-05,0.000703648844155996,0.0,0.0,0.0,0.0,8.836086905576615e-06
BMM,Virtual,mel20,Subsurface,0.8744221437866369,0.8749113065569157,0.8749986737041209,0.8750371277170029,0.8755172714776076,0.875,True,True,0.00012582116008719169,0.0010951276909707541,0.0,0.0,0.0,0.0,2.6118071837411992e-05
BMM,Virtual,mel22,Cropland,0.3741189274304659,0.37487421849173713,0.3749972717585002,0.37501641936437824,0.37537761588501617,0.375,True,True,0.00014220087264110726,0.001258688454550294,0.0,0.0,0.0,0.0,3.0688888032688984e-05
BMM,Virtual,mel22,Decontaminated,0.0,0.0,3.6591823321385775e-19,2.1554481850135114e-05,0.0006972652206198945,0.0,True,True,2.1554481850135114e-05,0.0006972652206198945,0.0,0.0,0.0,0.0,8.768744425649252e-06
BMM,Virtual,mel22,Forest,0.0,0.0,2.168404344971009e-19,8.787897611490218e-06,0.0005264477182880161,0.0,True,True,8.787897611490218e-06,0.0005264477182880161,0.0,0.0,0.0,0.0,6.238056296610443e-06
BMM,Virtual,mel22,Subsurface,0.6244248350773529,0.624904818118831,0.6249955082226377,0.625016401491027,0.625492663173045,0.625,True,True,0.00011158337219596692,0.0010678280956920583,0.0,0.0,0.0,0.0,2.6149679963381034e-05
BMM,Virtual,mel24,Cropland,0.6242643094835794,0.6248984482929203,0.624998891026541,0.6250283476244927,0.6254518883412056,0.625,True,True,0.00012989933157236955,0.0011875788576262147,0.0,0.0,0.0,0.0,2.821870470504469e-05
BMM,Virtual,mel24,Decontaminated,0.0,0.0,2.168404344971009e-19,7.818276844433634e-06,0.0005693681646792212,0.0,True,True,7.818276844433634e-06,0.0005693681646792212,0.0,0.0,0.0,0.0,6.165095941642746e-06
BMM,Virtual,mel24,Forest,0.0,0.0,2.168404344971009e-19,1.1595727000678882e-05,0.0004450809052677316,0.0,True,True,1.1595727000678882e-05,0.0004450809052677316,0.0,0.0,0.0,0.0,5.632184358658374e-06
BMM,Virtual,mel24,Subsurface,0.374396725461478,0.37489487721629455,0.37499441431829755,0.37501496706721876,0.3754504049924914,0.375,True,True,0.00012008985092420987,0.001053679531013374,0.0,0.0,0.0,0.0,2.706280419558105e-05
BMM,Virtual,mel26,Cropland,0.8742744811369729,0.8748821568605059,0.8749981316710351,0.8750292658664324,0.8754533247548161,0.875,True,True,0.00014710900592651566,0.0011788436178431505,0.0,0.0,0.0,0.0,2.9981582182581816e-05
BMM,Virtual,mel26,Decontaminated,0.0,0.0,2.168404344971009e-19,7.2399292636789484e-06,0.0006242028787274981,0.0,True,True,7.2399292636789484e-06,0.0006242028787274981,0.0,0.0,0.0,0.0,6.6552830295020125e-06
BMM,Virtual,mel26,Forest,0.0,0.0,1.0842021724855044e-19,4.224108513541162e-06,0.0004786202657748319,0.0,True,True,4.224108513541162e-06,0.0004786202657748319,0.0,0.0,0.0,0.0,4.397142528683489e-06
BMM,Virtual,mel26,Subsurface,0.12434208872907031,0.12489175664691199,0.12499634080953576,0.1250179919469235,0.12542913888500729,0.125,True,True,0.00012623530001151795,0.0010870501559369777,0.0,0.0,0.0,0.0,2.793197017361564e-05
BMM,Virtual,mel27,Cropland,0.12396962038478396,0.12480329823489364,0.12498616243713843,0.12500013101111554,0.1253778151759043,0.125,True,True,0.0001968327762219002,0.0014081947911203374,0.0,0.0,0.0,0.0,4.1613873437093725e-05
BMM,Virtual,mel27,Decontaminated,0.0,0.0,4.336808689942018e-19,3.1655975172889306e-05,0.0008030976619413048,0.0,True,True,3.1655975172889306e-05,0.0008030976619413048,0.0,0.0,0.0,0.0,1.210471296849932e-05
BMM,Virtual,mel27,Forest,0.8744404355390724,0.8749308711369816,0.8750001681727435,0.8750486288951531,0.8756292474561786,0.875,True,True,0.00011775775817146616,0.0011888119171062916,0.0,0.0,0.0,0.0,2.5750802598481357e-05
BMM,Virtual,mel27,Subsurface,0.0,0.0,3.2526065174565133e-19,2.4820630898607495e-06,0.000583329557763557,0.0,True,True,2.4820630898607495e-06,0.000583329557763557,0.0,0.0,0.0,0.0,6.182356360858726e-06
BMM,Virtual,mel29,Cropland,0.3741747484924746,0.37485355333667175,0.37499569497014346,0.37502984263216693,0.3754462696227663,0.375,True,True,0.00017628929549518002,0.001271521130291664,0.0,0.0,0.0,0.0,3.469650680777792e-05
BMM,Virtual,mel29,Decontaminated,0.0,0.0,3.0472080774172695e-19,2.1474794864287134e-05,0.000596243354825164,0.0,True,True,2.1474794864287134e-05,0.000596243354825164,0.0,0.0,0.0,0.0,8.417582640648948e-06
BMM,Virtual,mel29,Forest,0.6243330140101266,0.6248719368796439,0.6249949429521968,0.6250324642110363,0.6255741086550763,0.625,True,True,0.0001605273313923794,0.001241094644949703,0.0,0.0,0.0,0.0,3.291881270794448e-05
BMM,Virtual,mel29,Subsurface,0.0,0.0,2.9307339974998946e-19,2.0614977434299693e-05,0.0004803059514721757,0.0,True,True,2.0614977434299693e-05,0.0004803059514721757,0.0,0.0,0.0,0.0,6.678695852081102e-06
BMM,Virtual,mel3,Cropland,0.9992077644435836,0.9998483168334693,0.9999950900956097,0.9999998979393518,1.0,1.0,False,True,0.0001515811058825367,0.0007922355564163874,-1.0206064815498905e-07,0.0,1.0206064815498905e-07,0.0,2.9092674756743425e-05
BMM,Virtual,mel3,Decontaminated,0.0,0.0,4.0562639892559217e-19,2.3552678486866985e-07,0.0006149615905186331,0.0,True,True,2.3552678486866985e-07,0.0006149615905186331,0.0,0.0,0.0,0.0,4.901255467966686e-06
BMM,Virtual,mel3,Forest,0.0,0.0,1.1102230246251565e-16,3.3762599533769967e-07,0.0004934879355350638,0.0,True,True,3.3762599533769967e-07,0.0004934879355350638,0.0,0.0,0.0,0.0,3.739635790213235e-06
BMM,Virtual,mel3,Subsurface,0.0,0.0,8.673617379884159e-19,8.10900809295249e-08,0.00039190687231992834,0.0,True,True,8.10900809295249e-08,0.00039190687231992834,0.0,0.0,0.0,0.0,2.560035980552365e-06
BMM,Virtual,mel31,Cropland,0.6242959533360479,0.6249005716545906,0.624999667765412,0.6250469011056742,0.6255335812565781,0.625,True,True,0.0001463294510836155,0.001237627920530171,0.0,0.0,0.0,0.0,2.9142029155980215e-05
BMM,Virtual,mel31,Decontaminated,0.0,0.0,2.168404344971009e-19,1.3390898972952074e-05,0.0005885562408218395,0.0,True,True,1.3390898972952074e-05,0.0005885562408218395,0.0,0.0,0.0,0.0,7.059753175722922e-06
