source_label,mae,rmse,mean_error
Subsurface,0.0655794423412039,0.08659751891105875,-0.03836277886695238
Decontaminated,0.0609347712955792,0.09085519932875534,-0.015077262435077055
Cropland,0.07989828502379513,0.10551870747303822,0.05149287320418513
Forest,0.041473899959354826,0.05449446010514406,0.0019471680978443429
