rho_prime,y_prime,grid_convergence,transformed_potential
6.733333333333333,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.1485148514851485
6.766666666666667,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.1477832512315271
6.8,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.14705882352941177
6.833333333333333,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.14634146341463417
6.866666666666666,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.14563106796116507
6.8999999999999995,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.14492753623188406
6.933333333333334,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.14423076923076922
6.966666666666667,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.14354066985645933
7.0,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.14285714285714285
7.033333333333333,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.14218009478672985
7.066666666666666,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.14150943396226415
7.1,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.14084507042253522
7.133333333333333,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.14018691588785048
7.166666666666667,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.13953488372093023
7.2,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.1388888888888889
7.233333333333333,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.1382488479262673
7.266666666666667,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.13761467889908258
7.3,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.136986301369863
7.333333333333333,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.13636363636363638
7.366666666666666,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.13574660633484165
7.3999999999999995,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.13513513513513514
7.433333333333334,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.13452914798206278
7.466666666666667,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.13392857142857142
7.5,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.13333333333333333
7.533333333333333,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.13274336283185842
7.566666666666666,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.13215859030837004
7.6,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.13157894736842105
7.633333333333333,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.13100436681222707
7.666666666666667,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.13043478260869565
7.7,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.12987012987012986
7.733333333333333,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.12931034482758622
7.766666666666667,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.12875536480686695
7.8,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.12820512820512822
7.833333333333333,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.12765957446808512
7.866666666666666,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.1271186440677966
7.8999999999999995,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.12658227848101267
