feature-set,model,outer-fold,inner-mae,best-parameters
taxonomic-composition,elastic-net,3,1152.3629280614477,"{'feature-screen__k': 500, 'regressor__alpha': 10.0, 'regressor__l1_ratio': 0.5}"
