feature-set,model,outer-fold,inner-mae,best-parameters
conventional-plus-summaries,gradient-boosting,2,1084.1937432652467,"{'regressor__learning_rate': 0.05, 'regressor__max_depth': 2, 'regressor__min_samples_leaf': 5, 'regressor__n_estimators': 150}"
