sample,tracer,observed,predicted,residual
mel51,L,0.9496183917097992,0.9567434657712538,-0.007125074061454573
mel51,h,0.9999920031641913,0.9976963905790703,0.0022956125851210096
mel51,Si,0.9980605807382257,0.9973903659663104,0.0006702147719153118
mel51,Zn,0.9902579112575305,0.9910991326428593,-0.0008412213853288275
mel51,Mn,0.9731673699908694,0.9743707120940445,-0.0012033421031750757
mel51,K,0.995087401863171,0.9913642833198282,0.0037231185433428404
mel51,Ti,0.9944057354922511,0.9907358249641358,0.003669910528115272
mel51,y,-0.9777504169077919,-0.9812327797189389,0.0034823628111469995
mel51,C_star,0.9017931783909188,0.8984959162038654,0.003297262187053396
mel52,L,0.9458492114151992,0.9520476274661035,-0.006198416050904321
mel52,h,0.9986235417385769,0.9943201446120518,0.004303397126525166
mel52,Si,0.9977517364601172,0.994476895265571,0.0032748411945461298
mel52,Zn,0.9873593005275684,0.9885762274588445,-0.0012169269312761744
mel52,Mn,0.9766872502036694,0.976952497362317,-0.00026524715864761905
mel52,K,0.9861025899705118,0.9835380533041642,0.0025645366663475944
mel52,Ti,0.9875760916783864,0.9860201820906827,0.0015559095877037965
mel52,y,-0.9756991462244141,-0.9795962733634205,0.003897127139006362
mel52,C_star,0.9064435563412372,0.9039472601561991,0.002496296185038105
mel53,L,0.9458343949425915,0.9507382294569426,-0.004903834514351169
mel53,h,1.001274246769184,0.9972759896692023,0.003998257099981695
mel53,Si,1.0005129625970943,0.996572698403794,0.003940264193300291
mel53,Zn,0.9836319734498374,0.9933334310018178,-0.009701457551980375
mel53,Mn,0.9826320934594891,0.982147500180623,0.0004845932788660745
mel53,K,0.9925538063437986,0.9902664750470227,0.0022873312967759407
mel53,Ti,0.9968187241979181,0.9935133923455527,0.0033053318523653674
mel53,y,-0.9800939066266205,-0.9828946807088911,0.0028007740822705296
mel53,C_star,0.8902284333977935,0.8892886719733573,0.0009397614244361918
mel54,L,0.932851420459131,0.9385875923514118,-0.005736171892280706
mel54,h,0.999843200335895,0.9968804426590285,0.00296275767686649
mel54,Si,1.0013657836937182,0.9963878920166197,0.0049778916770985004
mel54,Zn,0.9994606765280168,0.9952426855862995,0.0042179909417173755
mel54,Mn,0.9761987046466069,0.9769427249676357,-0.0007440203210288265
mel54,K,0.9885927638980873,0.9876683378042378,0.000924426093849462
mel54,Ti,0.9944021997054033,0.9932722629355113,0.001129936769892037
mel54,y,-0.9835204989047776,-0.9866444103075969,0.0031239114028193127
mel54,C_star,0.8723185633321826,0.869093322001872,0.0032252413303106575
mel55,L,0.9298684774948537,0.9184774498420969,0.011391027652756791
mel55,h,0.9971054559021442,0.9950722542096075,0.0020332016925366236
mel55,Si,0.9994830804222787,0.9947943592578682,0.0046887211644105475
mel55,Zn,0.9971371265930724,0.9980137545861965,-0.0008766279931240462
mel55,Mn,0.9891202788733439,0.9751116210560595,0.014008657817284331
mel55,K,0.9854047772835894,0.9812662483071661,0.004138528976423306
mel55,Ti,0.9949625573678083,0.992868748688613,0.002093808679195286
mel55,y,-0.9989836672482248,-0.9917585063508452,-0.007225160897379679
mel55,C_star,0.8278620072739686,0.8403351629415448,-0.012473155667576119
mel56,L,0.9559594678446707,0.9634992699293876,-0.00753980208471694
mel56,h,0.9972330603211012,0.9948781010654775,0.0023549592556236787
mel56,Si,0.9987171836252006,0.9959644815145037,0.002752702110696892
mel56,Zn,0.9796511077424777,0.9836571723190499,-0.004006064576572266
mel56,Mn,0.9586120802606645,0.9597495525521372,-0.001137472291472763
mel56,K,0.9880961379185407,0.9849360304476386,0.003160107470902118
mel56,Ti,0.9849140025436842,0.9795007565969904,0.00541324594669379
mel56,y,-0.9724318382482833,-0.9761873121138063,0.0037554738655229958
mel56,C_star,0.9257593110113348,0.9225482268363369,0.0032110841749979357
mel57,L,0.9510208866766404,0.9562824083582124,-0.005261521681572012
mel57,h,1.0016148095153967,0.9982001960204224,0.0034146134949742946
mel57,Si,0.9988954799764395,0.9971737951421735,0.0017216848342659352
mel57,Zn,0.9911622712449447,0.9936141773482406,-0.002451906103295931
mel57,Mn,0.9853481806913964,0.9861019449496706,-0.0007537642582742254
